,name,ingridient
354,달래된장찌개,['달래' '두부' '말린표고버섯' '홍고추' '청양고추' '바지락' '대파' '된장' '육수용멸치' '물' '다진마늘']
355,모듬쌈밥,"['치커리' '케일' '겨자잎' '참기름' '밥' '소금' '흑임자' '건새우가루' '된장' '고추장' '청고추' '홍고추' '설탕'
 '참기름' '다진마늘' '청경채']"
356,콩나물무밥,['쌀' '물' '콩나물' '돼지고기' '참기름' '다진풋고추' '취나물' '진간장' '다진파' '다진마늘' '깨소금' '무']
357,찰밥,['찹쌀' '팥' '소금' '밤' '대추']
358,맑은떡국,['떡국떡' '다시마' '다진마늘' '물' '계란' '소금' '대파' '말린표고버섯' '간장']
359,해물잡채,"['오징어' '당근' '새우' '조개살' '양파' '청피망' '홍피망' '당면' '간장' '설탕' '참기름' '식용유' '소금'
 '굴소스' '낙지']"
360,쇠고기완자찜,"['다진쇠고기' '참기름' '무' '당근' '밤' '소금' '후춧가루' '깨소금' '참기름' '물' '간장' '설탕' '다진파'
 '다진마늘' '깨소금' '두부']"
361,두부탕,['물' '다시마' '무' '국간장' '소금' '실파' '두부' '다진쇠고기' '소금' '후춧가루' '후춧가루']
362,팥시루떡,['찹쌀' '멥쌀' '밀가루' '팥' '소금' '물']
363,깐풍기,"['닭고기' '물' '후춧가루' '정종' '감자전분' '계란' '대파' '홍고추' '청고추' '생강' '마늘' '간장' '설탕'
 '식초' '소금']"
364,수정과,['생강' '통계피' '물' '잣' '곶감' '호두' '황설탕']
365,절편,['멥쌀' '참기름' '쑥' '소금']
366,떡국,"['가래떡' '쇠고기 육수' '대파' '쇠고기' '계란' '소금' '후춧가루' '설탕' '다진파' '다진마늘' '깨소금' '참기름'
 '간장']"
367,어묵닭고기조림,['어묵' '닭고기' '표고버섯' '오이' '물' '후춧가루' '녹말' '간장' '청주' '소금']
368,고구마줄기볶음,['참기름' '깨소금' '설탕' '소금' '다진마늘' '들기름' '국간장' '다진파' '고구마줄기']
369,팥타르트,['밀가루' '버터' '물' '삶은팥' '소금' '슈가파우더' '설탕' '계란' '아몬드가루']
370,동지팥죽,['팥' '쌀' '물' '찬물' '찹쌀' '쌀가루' '소금']
371,찬밥지짐이,['찬밥' '양파' '당근' '실파' '식용유' '계란' '소금' '후춧가루' '날콩가루' '두부']
372,가래떡꼬치,['가래떡' '고추장' '간장' '다진마늘' '토마토케첩' '브로콜리' '참기름' '적파프리카' '꼬치' '황파프리카' '설탕']
373,누룽지탕,"['누룽지' '물' '죽순' '새우' '완두콩' '홍고추' '마늘' '소금' '식용유' '새우' '설탕' '간장' '식초' '녹말'
 '표고버섯']"
374,오징어순대,"['간장' '후춧가루' '깨소금' '통깨' '깻잎' '다진파슬리' '샐러리' '오징어' '쇠고기' '표고버섯' '당근' '두부'
 '당면' '피망' '양상추' '설탕' '다진파' '다진마늘' '참기름' '식초']"
375,닭날개튀김,['닭' '식용유' '간장' '청주' '식용유' '소금' '생강즙' '다진파' '후춧가루' '녹말가루' '튀김가루' '다진마늘']
376,김치채소볶음,"['배추김치' '식용유' '죽순' '양송이버섯' '피망' '마른고추' '대파' '마늘' '생강' '청주' '소금' '후추' '참기름'
 '간장' '돼지고기']"
377,쌈장,['고추장' '양파' '마늘' '된장' '고춧가루' '참기름' '파']
378,잡채,"['느타리버섯' '쇠고기' '배' '오이' '당근' '소금' '후춧가루' '참기름' '통깨' '간장' '꿀' '[쇠고기양념] 다진파'
 '다진마늘' '참기름' '식용유' '설탕' '간장' '당면' '양파']"
379,고등어무조림,"['고등어' '무' '대파' '간장' '고추장' '고춧가루' '물' '청주' '다진파' '다진마늘' '생강즙' '후춧가루' '실고추'
 '설탕']"
380,쇠고기전골,"['쇠고기' '후춧가루' '팽이버섯' '실파' '홍고추' '물' '국간장' '소금' '간장' '설탕' '다진파' '다진마늘'
 '참기름' '깨소금' '목이버섯']"
381,토란곰탕,['토란' '쇠고기' '다시마' '무' '소금' '국간장' '다진마늘' '후춧가루' '참기름' '대파']
382,화양적,"['쇠고기(힘줄없는부위)' '표고버섯' '도라지' '당근' '오이' '식용유/소금/참기름/잣가루' '후추' '설탕' '다진파'
 '다진마늘' '깨소금' '참기름' '진간장']"
383,빈대떡,"['석이버섯' '느타리버섯' '실고추' '간장' '다진파' '다진마늘' '참기름' '깨소금' '후춧가루' '포도씨유' '녹두' '물'
 '소금' '돼지고기' '숙주' '대파']"
384,송편,['멥쌀' '소금' '쑥' '대추' '솔잎' '참기름' '계핏가루' '소금' '깨' '녹두' '꿀' '설탕' '물' '풋콩']
385,배추속댓국,"['배추' '무' '쇠고기' '물' '대파' '식용유' '후춧가루' '된장' '소금' '다진파' '다진마늘' '참기름' '깨소금'
 '고추장']"
386,삼겹살채소말이,['돼지고기' '소금' '생강즙' '붉은 고추' '꼬치' '찹쌀가루' '후추' '식용유' '무순']
387,오렌지건포도빵,"['강력분' '드라이이스트' '설탕' '소금' '계란' '검은깨' '버터' '오렌지마멀레이드' '건포도' '계란노른자' '우유'
 '우유']"
388,아귀찜,"['깻잎' '찹쌀가루' '참기름' '통후추' '소금' '고춧가루' '대파' '진간장' '설탕' '아귀' '미더덕' '콩나물'
 '미나리' '고추장']"
389,곱창전골,"['곱창' '밀가루' '대파' '마늘' '생강' '물' '당근' '양배추' '양파' '표고버섯' '미나리' '우동면' '쑥갓'
 '소금' '후추' '고춧가루' '고추장' '간장' '다진파' '양']"
390,부대찌개,"['햄' '다진마늘' '베이컨' '김치' '두부' '홍고추' '청고추' '깻잎' '스파게티' '쑥갓' '양송이버섯' '물'
 '고춧가루' '고추장' '설탕' '다진파' '프랑크소시지']"
391,채소수프,['감자' '당근' '양파' '샐러리' '양송이버섯' '후춧가루' '물' '월계수잎' '버터' '소금' '홀토마토']
392,시금치샐러드,['시금치' '양송이버섯' '베이컨' '파마산치즈치즈' '후춧가루' '레몬주스' '올리브오일' '소금' '레몬드레싱']
393,연어샐러드,['다진양파' '올리브오일' '훈제연어' '케이퍼' '트레비스' '양파' '앤다이브']
394,과일샐러드,['사과' '자몽' '오렌지마요네즈' '오이' '딸기' '샐러리']
395,컬리플라워해물샐러드,['컬리플라워' '오징어' '소금' '마요네즈' '머스터드' '새우']
396,닭고기수삼샐러드,"['양상추' '소금' '수삼' '배' '밤' '대추' '오이' '머스터드' '마요네즈' '설탕' '후춧가루' '레몬즙' '설탕'
 '요리술' '닭고기']"
397,버섯덮밥,"['밥' '다진마늘' '느타리버섯' '표고버섯' '양송이버섯' '목이버섯' '팽이버섯' '양파' '당근' '미나리' '간장' '들깨'
 '육수' '녹말' '참기름' '후춧가루' '간장' '설탕' '청주' '쇠고기']"
398,떡갈비샌드위치,['식빵' '쇠고기' '양상추' '토마토' '후춧가루' '슬라이스치즈' '버터' '겨자' '소금' '피클']
399,속채운감자,['후루츠칵테일' '은박컵' '감자' '파슬리가루' '우유' '설탕' '계핏가루' '버터']
400,유부계란찜,['유부' '계란' '물' '간장' '맛살' '설탕' '소금' '후춧가루' '실파' '소금']
401,주먹밥,"['밥' '청피망' '당근' '식용유' '소금' '간장' '설탕' '다진파' '다진마늘' '참기름' '후춧가루' '상추' '깨소금'
 '파슬리' '토마토' '쇠고기']"
402,삼계탕,['닭고기' '찹쌀' '마늘' '대추' '후춧가루' '대파' '생강' '물' '소금' '수삼']
403,까르보나라스파게티,['스파게티' '생크림' '햄' '베이컨' '바질' '후춧가루' '화이트와인' '버터' '소금' '우유' '양파']
404,육회,['배' '잣가루' '오이' '잣' '상추' '쇠고기' '참기름' '깨소금' '후춧가루' '설탕' '계란노른자' '간장']
405,두부양념조림,['두부' '홍고추' '간장' '설탕' '실고추' '후춧가루' '통깨' '참기름' '물엿']
406,골뱅이무침,"['골뱅이통조림' '소면' '대파' '양파' '당근' '샐러리' '고추장' '고춧가루' '식초' '진간장' '설탕' '깨소금'
 '참기름' '다진마늘' '오이']"
407,떡갈비구이,['쇠고기' '양파' '다진파' '다진마늘' '밀가루' '설탕' '깨소금' '참기름' '후춧가루' '간장']
408,채소말이샤브샤브,['쇠고기' '팽이버섯' '당근' '부추' '육수' '물' '맛술' '술' '깨소금' '된장' '설탕' '간장' '다시마']
409,가지와마른새우무침,['가지' '마른새우' '식용유' '진간장' '소금' '다진마늘' '참기름' '깨소금' '다진파']
410,고등어살튀김과소스,['식용유' '간장' '설탕' '미림' '마른고추' '녹말' '물' '고등어' '소금' '청주' '생강']
411,묵과양념장,['도토리묵' '청포묵' '오이' '게맛살' '깨소금' '설탕' '식초' '홍고추' '참기름' '간장']
412,가는파잡채,['가는파' '양파' '돼지고기' '청주' '간장' '생강' '참기름' '마늘' '생강' '식용유' '후춧가루' '소금' '굵은파']
413,감자고추채볶음,['감자' '청고추' '홍고추' '식용유' '흰후춧가루' '참기름' '설탕' '소금' '간장']
414,꽁치간장구이,['꽁치' '소금' '실파' '생강' '설탕' '청주' '물' '간장']
415,국수계란말이,['계란' '국수' '새우' '게맛살' '치커리' '소금' '다시물' '간장' '맛술' '와사비' '무' '미나리']
416,해장라면,"['당근' '햄' '게맛살' '다진마늘' '대파' '고춧가루' '홍고추' '깨소금' '라면' '배추김치' '표고버섯' '콩나물'
 '청고추' '참기름']"
417,중국식볶음밥,['밥' '계란' '돼지고기' '당근' '식용유' '표고버섯' '대파' '소금' '후춧가루' '양파']
418,두부미역냉채,['두부' '미역' '양파' '통깨' '간장' '참기름' '설탕' '홍고추']
419,롤케비지(양배추말이),['양배추' '쇠고기' '돼지고기' '양파' '당근' '간장' '소금' '후춧가루' '넛맥' '빵가루' '물' '계란']
420,오믈렛,['계란' '우유' '소금' '토마토케첩' '식용유' '버터' '후춧가루']
421,두부김치,['두부' '배추김치' '다진파' '소금' '깻잎' '깨소금' '참기름' '다진마늘']
422,낙지볶음,"['소금' '양파' '호박' '대파' '청고추' '홍고추' '낙지' '고춧가루' '간장' '참기름' '생강즙' '설탕' '깨소금'
 '고추장']"
423,김치적,['김치' '쇠고기' '표고버섯' '통도라지' '소금' '계란' '식용유' '참기름' '밀가루']
424,꽁치무조림,['꽁치' '무' '진간장' '생강즙' '식용유' '다진마늘' '고춧가루' '물' '다진파']
425,모듬초밥,['쌀' '식초' '설탕' '소금' '고추냉이' '오징어' '문어' '새우' '참치']
426,돼지갈비구이,['돼지갈비' '생강즙' '술' '진간장' '다진파' '깻잎' '고춧가루' '설탕' '깨소금' '상추' '다진마늘']
427,부추전,['부추' '청고추' '소금' '밀가루' '계란' '홍고추']
428,불고기,['쇠고기' '진간장' '배즙' '설탕' '참기름' '다진마늘' '깨소금' '후춧가루' '다진파']
429,콩국계란찜,['메주콩' '계란' '칵테일새우' '장식용어묵' '잣' '소금' '새우젓' '실파' '통깨' '은행']
430,탕수육,"['물' '물' '간장' '당근' '설탕' '식용유' '죽순' '계란흰자' '표고버섯' '돼지고기' '녹말' '청피망' '식초'
 '녹말가루' '홍피망']"
431,호박전,['애호박' '소금' '밀가루' '식용유' '진간장' '식초' '쑥갓' '계란']
432,죽순볶음,['죽순' '쇠고기' '술' '간장' '녹말' '마늘종' '후춧가루' '식용유' '참기름' '다진마늘' '생강즙' '소금']
433,마른오징어조림,['마른오징어' '물' '참기름' '청고추' '후춧가루' '설탕' '다진마늘' '깨소금' '다진파' '진간장']
434,감자조림,['감자' '멸치' '꽈리고추' '깨소금' '진간장' '물엿' '청주' '식용유']
435,더덕구이,['더덕' '간장' '참기름' '고추장' '물' '설탕' '고춧가루' '다진파' '다진마늘' '깨소금' '설탕']
436,배추겉절이,['배추' '소금' '다진파' '다진마늘' '다진생강' '참기름' '진간장' '새우젓' '설탕' '통깨' '고춧가루']
437,닭강정,['닭' '진간장' '마늘' '후춧가루' '깨소금' '고추장' '물엿' '술' '녹말']
438,계란말이,['계란' '다진파' '다진마늘' '다시마' '후춧가루' '물' '식용유' '소금']
439,냉이된장찌개,['냉이' '모시조개' '된장' '소금' '대파' '마늘' '물' '다시마']
440,오이나물,['오이' '소금' '다진파' '실고추' '깨소금' '참기름' '다진마늘']
441,해물파전,['실파' '굴' '홍합' '조갯살' '멥쌀' '계란' '식용유' '소금' '밀가루']
442,연근조림,['연근' '식용유' '통깨' '물' '설탕' '청주' '진간장']
443,쇠고기장조림,['쇠고기' '대파' '마늘' '생강' '참기름' '계란' '홍고추' '진간장' '설탕' '물']
444,콩자반,['콩' '설탕' '참기름' '깨소금' '물' '간장']
445,오이지장아찌무침,['오이' '고추장' '홍고추' '실파' '설탕' '고춧가루' '참기름' '깨소금' '다진마늘']
446,백김치,"['실고추' '미나리' '[절임용소금물] 소금' '물' '말린표고버섯' '통생강' '[국물용 소금물] 소금' '물' '배추' '무'
 '밤' '배' '대추' '다진마늘' '석이버섯' '대파' '잣']"
447,파김치,['실파' '까나리액젓' '다진마늘' '깨소금' '고춧가루' '설탕' '소금' '다진생강']
448,부추김치,['부추' '다진마늘' '생강' '소금' '멸치젓' '고춧가루' '설탕' '홍고추']
449,갈비탕,['쇠고기' '무' '물' '후추' '다진파' '다진마늘' '참기름' '국간장']
450,꼬리곰탕,['쇠고기' '무' '당면' '대파' '통마늘' '후추' '국간장' '다진파' '청주' '참기름' '소금']
451,도가니탕,['도가니' '쇠고기' '물' '생강' '소금' '파' '후추' '고추가루' '다진마늘' '진간장' '생강' '소금' '다진파']
452,설렁탕,['양지머리' '파' '마늘' '밀국수' '도가니' '후추' '물' '소 잡뼈' '사골' '소금']
453,곰탕,['쇠고기' '양' '무' '대파' '마늘' '국간장' '참기름' '후추' '국수' '다진파' '다진마늘' '진간장' '소금']
454,콩나물국밥,['밥' '콩나물' '김치' '다진마늘' '실파' '새우젓' '청고추' '깨소금' '김' '계란' '쇠고기육수' '장조림']
455,선지국,['선지' '우거지' '콩나물' '된장' '고추장' '참기름' '진간장' '고춧가루' '다진마늘' '다진파' '깨소금' '다진마늘']
456,낙지전골,"['낙지' '소금' '쇠고기' '두부' '실파' '표고버섯' '홍고추' '쑥갓' '계란' '밀가루' '소금' '식용유' '물'
 '간장' '다진파' '다진마늘' '깨소금' '참기름' '설탕' '새우']"
457,국수전골,"['진간장' '다진마늘' '후춧가루' '식용유' '국수' '쇠고기' '고춧가루' '애호박' '느타리버섯' '양파' '대파' '물'
 '소금' '배추']"
458,우거지된장찌개,['우거지' '배춧잎' '된장' '마늘' '생강' '간장' '쇠고기' '청고추' '홍고추' '대파' '쌀뜨물' '식용유']
459,알탕,"['명란' '깨소금' '무' '콩나물' '대파' '홍고추' '쑥갓' '물' '간장' '다진파' '다진마늘' '청주' '소금'
 '후춧가루' '고춧가루' '[쇠고기양념] 간장' '설탕' '다진마늘' '다진파' '쇠고기']"
460,조기매운탕,['물' '소금' '조기' '무' '고추가루' '대파' '마늘' '생강' '간장' '양파']
461,아구탕,"['아구' '콩나물' '고사리' '미나리' '싸리버섯' '깻잎' '물' '홍고추' '대파' '된장' '다진마늘' '고춧가루'
 '후춧가루' '청고추']"
462,감자탕,['돼지고기' '감자' '대파' '물' '마늘' '청정원맛선생' '간장' '고춧가루' '술' '소금' '후춧가루' '생강']
463,꽃게찌개,"['꽃게' '애호박' '무' '느타리버섯' '청고추' '홍고추' '후춧가루' '고추장' '고춧가루' '다진마늘' '다진생강'
 '국간장' '소금' '대파']"
464,갓김치,['갓' '무' '소금' '실파' '고춧가루' '물' '생강' '멸치젓' '깨소금' '밀가루' '마늘']
465,동치미,['실파' '마늘' '대파' '배주머니' '갓' '무' '고추' '소금' '물']
466,굴깍두기,['무' '굴' '소금' '고춧가루' '미나리' '설탕' '갓' '마늘' '새우젓' '소금' '실파']
467,총각김치,"['총각무' '소금' '대파' '고추가루' '다진마늘' '다진생강' '소금' '새우젓' '설탕' '찹쌀가루' '물'
 '[절임용 소금물] 물' '멸치젓']"
468,나박김치,['배추' '미나리' '홍고추' '생강' '물' '대파' '마늘' '소금' '고춧가루' '무']
469,오이소박이,"['오이' '소금' '고춧가루' '부추' '다진파' '물' '다진생강' '설탕' '진간장' '청주' '[절임용 소금물] 소금'
 '다진마늘']"
470,열무김치,['열무' '풋배추' '소금' '실파' '밀가루' '홍고추' '마늘' '생강' '물' '청고추']
471,통배추김치,"['멸치젓' '생강' '깨소금' '소금' '배추' '소금' '고춧가루' '물' '무' '갓' '미나리' '실파' '배' '대파'
 '마늘' '설탕']"
472,해파리냉채,['해파리' '게맛살' '오이' '토마토' '다진마늘' '참기름' '육수' '설탕' '간장' '소금' '식초']
473,오색주먹밥도시락,"['쌀' '고춧가루' '청주' '소금' '식초' '설탕' '다진쇠고기' '표고버섯' '멸치' '단무지' '간장' '물엿' '김치'
 '후춧가루' '깨소금' '참기름' '다시마']"
474,유부초밥,['유부' '우엉' '쇠고기' '당근' '후춧가루' '간장' '청주' '설탕' '밥']
475,북어국,['통북어' '콩나물' '두부' '계란' '대파' '홍고추' '소금' '후춧가루' '참기름' '물' '다진마늘']
476,콩비지찌개,['간장' '고춧가루' '참기름' '깨소금' '흰콩' '소금' '돼지고기' '배춧잎' '다진파' '다진마늘' '식용유' '물']
477,김치찌개,['배추김치' '돼기고기' '가래떡' '대파' '생강즙' '참기름' '육수' '고춧가루' '다진마늘']
478,동태찌개,['동태' '무' '애호박' '두부' '청고추' '홍고추' '소금' '물' '고추장' '고춧가루' '다진마늘' '다진생강' '대파']
479,순두부찌개,"['순두부' '돼기고기' '바지락' '배추김치' '양파' '대파' '물' '다진마늘' '계란' '소금' '후춧가루' '식용유'
 '고춧가루']"
480,청국장찌개,['청국장' '쇠고기' '무' '배추김치' '물' '대파' '다진마늘' '김칫국물' '소금' '두부']
481,홍합꼬치구이,['대파' '소금' '파슬리' '고추장' '간장' '물엿' '청주' '다진마늘' '생강즙' '깨소금' '참기름' '홍합' '청주']
482,제육보쌈,"['돼기고기' '젓국' '생강' '배추' '무명실' '새우젓' '고춧가루' '다진파' '다진마늘' '깨소금' '참기름' '무' '굴'
 '미나리' '갓' '실파' '고춧가루' '된장']"
483,갈비찜,"['쇠고기' '대파' '당근' '표고버섯' '밤' '계란' '홍고추' '은행' '잣' '간장' '설탕' '청주' '배' '다진파'
 '다진마늘' '깨소금' '참기름' '후춧가루' '무']"
484,돈까스,"['계란' '당근' '통마늘' '육수' '버터' '샐러리' '쇠고기' '양파' '밀가루' '월계수잎' '돼기고기' '레드와인'
 '토마토케찹' '빵가루' '식용유' '소금' '후춧가루']"
485,갈비구이,"['육수' '간장' '마늘' '양파' '상추' '깻잎' '생강즙' '월계수잎' '갈비' '배즙' '양파즙' '물엿' '설탕' '통깨'
 '참기름' '후춧가루' '청주' '대파']"
486,생선탕수,"['대구살' '후춧가루' '식용유' '육수' '목이버섯' '양파' '당근' '피망' '파인애플' '식초' '설탕' '계란' '녹말'
 '청주' '토마토케첩' '마늘' '간장' '소금' '생강즙']"
487,오징어불고기,['오징어' '고추장' '다진파' '다진마늘' '물엿' '깨소금' '참기름' '간장' '설탕' '고춧가루' '생강즙']
488,마늘장아찌,['마늘' '물' '간장' '식초' '소금']
489,양배추말이찜,"['양배추잎' '후춧가루' '밤' '양파' '육수' '녹말' '물' '무명실' '소금' '간장' '깨소금' '청주' '다진파'
 '다진마늘' '참기름' '파슬리가루' '쇠고기']"
490,콩나물잡채,"['다진마늘' '다진파' '콩나물' '쇠고기' '표고버섯' '양파' '당근' '미나리' '계란' '소금' '깨소금' '참기름'
 '식용유' '진간장' '설탕' '후춧가루']"
491,팥칼국수,['칼국수면' '팥' '설탕' '소금' '물']
492,두부다시마말이,['다시마' '두부' '표고버섯' '당근' '고추' '양념간장' '깨소금' '소금' '참기름' '후춧가루' '초고추장' '들깨가루']
493,닭불고기,['닭' '간장' '고추장' '고춧가루' '후춧가루' '마늘' '생강즙' '깨소금' '대파']
494,갈치무조림,['갈치' '무' '감자' '홍고추' '대파' '물' '참기름' '고추장' '고춧가루' '마늘' '생강' '설탕' '깨소금' '간장']
495,멸치볶음,['잔멸치' '당근' '청고추' '청주' '깨소금' '간장' '설탕' '식용유']
496,바질토마토두부샐러드,['간장' '소금' '두부' '참빛고운포도씨유' '바질' '다진양파' '식초' '토마토']
497,우엉조림,['우엉' '간장' '물' '깨소금' '소금' '물엿']
498,콩나물무침,['콩나물' '다진파' '다진마늘' '후춧가루' '참기름' '실고추' '소금' '깨소금']
499,두부드레싱과 채소샐러드,['상추잎' '두부' '깨소금' '꿀' '파프리카' '레몬즙' '연겨자' '적양배추잎' '당근' '소금']
500,부추표고버섯볶음,['부추' '돼지고기' '표고버섯' '대파' '식용유' '간장' '청주' '소금' '생강']
501,죽순표고버섯볶음나물,['죽순' '표고버섯' '대파' '식용유' '물' '후춧가루' '다진파' '다진마늘' '참기름' '설탕' '소금' '간장']
502,팥국수,['물' '팥' '날콩가루' '밀가루' '소금']
503,쇠고기양송이볶음,['마늘' '간장' '물엿' '토마토케첩' '설탕' '양파' '후춧가루' '식용유' '쇠고기' '양송이버섯' '피망' '소금']
504,쇠고기산적,"['쇠고기' '생강즙' '실파' '느타리버섯' '마늘' '후춧가루' '꼬치' '참기름' '깨소금' '설탕' '꿀' '다진파'
 '다진마늘' '배즙' '햇살담은간장']"
505,구운감자와도미구이,"['도미' '감자' '방울토마토' '바질' '블랙올리브' '그린올리브' '스위트마조람' '올리브오일' '화이트와인' '계란노른자'
 '오레가노' '케이퍼']"
506,재첩국,['재첩' '소금' '물' '부추']
507,해산물샐러드,"['삶은 문어살' '소스' '꼴뚜기' '중새우살' '쭈꾸미' '참소라살' '모시조개' '가리비' '검은껍질홍합' '가재새우' '양파'
 '샐러리' '당근' '루콜라' '트레비소' '갑오징어']"
508,오이냉국,['오이' '파' '다진마늘' '간장' '식초' '설탕' '소금' '고춧가루' '물' '대파' '홍고추' '물' '깨소금']
509,연어까르파치오,['연어' '후춧가루' '레몬즙' '소금' '양파' '차이브' '올리브오일' '방울토마토' '페스토소스' '모듬채소' '양송이버섯']
510,생태국,['생태' '미나리' '콩나물' '무' '후춧가루' '마늘' '쌀뜨물' '소금' '홍고추']
511,미역냉국,['불린미역' '오이' '대파' '다진마늘' '물' '소금' '고춧가루' '간장' '깨소금']
512,미역국,['미역' '다진쇠고기' '마늘' '물' '후춧가루' '국간장' '참기름' '식용유']
513,무맑은국,['쇠고기' '무' '실파' '마늘' '물' '소금' '참기름' '후춧가루' '국간장']
514,두부조개탕,['두부' '콩나물' '모시조개' '북어' '홍고추' '후춧가루' '밀가루' '계란' '마늘' '소금' '실파']
515,두부국,['파' '다진마늘' '고추장' '참기름' '쇠고기' '소금' '후춧가루' '두부' '진간장']
516,다시마냉국,['다시마' '오이' '홍고추' '다진파' '물' '소금' '고춧가루' '깨소금' '다진마늘']
517,만둣국,"['김치' '참기름' '표고버섯' '두부' '만두피' '육수' '쇠고기' '다진파' '다진마늘' '소금' '후춧가루' '깨소금'
 '간장' '설탕' '숙주']"
518,해물국수,"['국수' '돼지고기' '녹말' '계란흰자' '오징어' '새우' '소금' '표고버섯' '죽순' '파' '다진마늘' '멸칫국물'
 '청주' '홍합']"
519,채소국수,['국수' '표고버섯' '오이' '계란' '깻잎' '쇠고기' '양념장' '상추' '부추']
520,열무김치냉면,['열무' '찹쌀가루' '냉면' '홍고추' '청고추' '대파' '물' '다진생강' '고춧가루' '식초' '설탕' '겨자' '다진마늘']
521,동치미막국수,['설탕' '통후추' '국수' '쇠고기' '동치미무' '간장' '홍고추' '소금' '깨소금' '참기름' '동치미국물' '계란']
522,냉면,['냉면' '쇠고기' '동치미국물' '오이' '배' '동치미무' '식초' '설탕' '소금' '쇠고기육수' '계란']
523,감자수제비,['밀가루' '감자' '애호박' '멸치' '실파' '소금' '물' '양념장' '국간장' '참기름' '홍고추']
524,오므라이스,['계란' '양파' '물' '당근' '쌈장' '후춧가루' '다시마' '밥' '청피망' '홍피망' '오이' '전분' '멸치' '소금']
525,카레라이스,['쇠고기' '감자' '양파' '당근' '통후추' '카레' '우유' '밥' '소금' '완두콩']
526,흑임자죽,['쌀' '흑임자' '설탕' '소금' '물']
527,호박죽,['물' '설탕' '찹쌀' '청동호박' '팥' '소금']
528,약식,['찹쌀' '흑설탕' '계핏가루' '깐밤' '대추' '물' '물엿' '식물성기름' '흰설탕' '간장' '잣']
529,콩나물밥,['쌀' '콩나물' '쇠고기' '파' '마늘' '통후추' '깨소금' '고춧가루' '진간장' '소금' '참기름']
530,잡채밥,"['당면' '통후추' '표고버섯' '호박' '당근' '부추' '청고추' '홍고추' '다진파' '다진마늘' '진간장' '참기름'
 '소금' '밥' '돼지고기']"
531,오곡밥,['멥쌀' '찹쌀' '수수' '소금' '콩' '팥' '차조']
532,나물비빔밥,"['쌀' '양지머리' '콩나물' '청포묵' '미나리' '소금' '국간장' '다진파' '다진마늘' '참기름' '고추장' '설탕'
 '숙주' '도라지' '고사리' '계란' '안심']"